language,File Path,C++ToC#.cs,returncode,input,Expected,actualy
Pascal,./Projects/HumanEvalX\75\ExecutionsExp7Run4\08-23-2024_07h35m35s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[5],False,FALSE
Haskell,./Projects/HumanEvalX\75\ExecutionsExp7Run4\08-23-2024_07h35m35s\JavaToHaskell.hs,JavaToHaskell.hs,0,[8],True,False
Pascal,./Projects/HumanEvalX\75\ExecutionsExp7Run4\08-23-2024_07h35m35s\JavaToPascal.pas,JavaToPascal.pas,0,[5],False,FALSE
Pascal,./Projects/HumanEvalX\76\ExecutionsExp7Run4\08-23-2024_07h41m46s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[1, 4]",True,TRUE
C,./Projects/HumanEvalX\76\ExecutionsExp7Run4\08-23-2024_07h41m46s\JavaToC.c,JavaToC.c,0,"[1, 4]",True,False
Pascal,./Projects/HumanEvalX\76\ExecutionsExp7Run4\08-23-2024_07h41m46s\JavaToPascal.pas,JavaToPascal.pas,0,"[1, 4]",True,TRUE
C#,./Projects/HumanEvalX\76\ExecutionsExp7Run4\08-23-2024_07h41m46s\PythonToC#.cs,PythonToC#.cs,0,"[1, 4]",True,False
C,./Projects/HumanEvalX\76\ExecutionsExp7Run4\08-23-2024_07h41m46s\PythonToC.c,PythonToC.c,0,"[1, 4]",True,False
C,./Projects/HumanEvalX\79\ExecutionsExp7Run4\08-23-2024_07h47m24s\JavaToC.c,JavaToC.c,3221226356,[0],db0db,
Haskell,./Projects/HumanEvalX\79\ExecutionsExp7Run4\08-23-2024_07h47m24s\PythonToHaskell.hs,PythonToHaskell.hs,0,[32],db100000db,db0100000db
Haskell,./Projects/HumanEvalX\8\ExecutionsExp7Run4\08-23-2024_07h52m18s\C++ToHaskell.hs,C++ToHaskell.hs,0,"[[1, 1, 1]]","[3, 1]","[0, 1]"
JavaScript,./Projects/HumanEvalX\8\ExecutionsExp7Run4\08-23-2024_07h52m18s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],"[0, 1]","[0, 0]"
Haskell,./Projects/HumanEvalX\8\ExecutionsExp7Run4\08-23-2024_07h52m18s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,[[]],"[0, 1]","(0, 1)"
Python,./Projects/HumanEvalX\8\ExecutionsExp7Run4\08-23-2024_07h52m18s\JavaToPython.py,JavaToPython.py,0,[[]],"[0, 1]","[0, 0]"
C,./Projects/HumanEvalX\8\ExecutionsExp7Run4\08-23-2024_07h52m18s\PythonToC.c,PythonToC.c,0,[[]],"[0, 1]","[0, 0]"
Haskell,./Projects/HumanEvalX\8\ExecutionsExp7Run4\08-23-2024_07h52m18s\PythonToHaskell.hs,PythonToHaskell.hs,0,[[]],"[0, 1]","(0, 1)"
Pascal,./Projects/HumanEvalX\80\ExecutionsExp7Run4\08-23-2024_07h58m00s\JavaToPascal.pas,JavaToPascal.pas,0,['a'],False,FALSE
Pascal,./Projects/HumanEvalX\80\ExecutionsExp7Run4\08-23-2024_07h58m00s\PythonToPascal.pas,PythonToPascal.pas,0,['a'],False,FALSE
C#,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\C++ToC#.cs,C++ToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A+', 'B', 'A+', 'C', 'A+']"
C,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\JavascriptToC.c,JavascriptToC.c,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","('A+', 'B', 'C', 'C', 'A-')"
Haskell,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
C#,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\JavaToC#.cs,JavaToC#.cs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A', 'B', 'A', 'C', 'A']"
Python,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\JavaToPython.py,JavaToPython.py,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[""'A+'"", ""'B'"", ""'C-'"", ""'C'"", ""'A-'""]"
C,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\PythonToC.c,PythonToC.c,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","['A+', 'B', 'C', 'C', 'A-']"
Haskell,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
Java,./Projects/HumanEvalX\81\ExecutionsExp7Run4\08-23-2024_08h03m10s\PythonToJava.java,PythonToJava.java,0,"[[4.0, 3, 1.7, 2, 3.5]]","['A+', 'B', 'C-', 'C', 'A-']","[A+, B, C-, C, A-]"
Pascal,./Projects/HumanEvalX\82\ExecutionsExp7Run4\08-23-2024_08h09m51s\C++ToPascal.pas,C++ToPascal.pas,0,['Hello'],True,TRUE
Pascal,./Projects/HumanEvalX\82\ExecutionsExp7Run4\08-23-2024_08h09m51s\JavaToPascal.pas,JavaToPascal.pas,0,['Hello'],True,TRUE
Pascal,./Projects/HumanEvalX\82\ExecutionsExp7Run4\08-23-2024_08h09m51s\PythonToPascal.pas,PythonToPascal.pas,0,['Hello'],True,TRUE
JavaScript,./Projects/HumanEvalX\85\ExecutionsExp7Run4\08-23-2024_08h25m57s\C++ToJavascript.js,C++ToJavascript.js,0,"[[4, 88]]",88,0
C,./Projects/HumanEvalX\85\ExecutionsExp7Run4\08-23-2024_08h25m57s\JavascriptToC.c,JavascriptToC.c,3221225477,"[[4, 88]]",88,
Haskell,./Projects/HumanEvalX\85\ExecutionsExp7Run4\08-23-2024_08h25m57s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[4, 88]]",88,Error: Invalid Input
C,./Projects/HumanEvalX\85\ExecutionsExp7Run4\08-23-2024_08h25m57s\PythonToC.c,PythonToC.c,0,"[[4, 5, 6, 7, 2, 122]]",122,0
Pascal,./Projects/HumanEvalX\85\ExecutionsExp7Run4\08-23-2024_08h25m57s\PythonToPascal.pas,PythonToPascal.pas,0,"[[4, 88]]",88,8
Python,./Projects/HumanEvalX\86\ExecutionsExp7Run4\08-23-2024_08h32m01s\JavascriptToPython.py,JavascriptToPython.py,0,['number'],bemnru,benr
JavaScript,./Projects/HumanEvalX\88\ExecutionsExp7Run4\08-23-2024_08h37m58s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[0]
Haskell,./Projects/HumanEvalX\88\ExecutionsExp7Run4\08-23-2024_08h37m58s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[2, 4, 3, 0, 1, 5, 6]]","[6, 5, 4, 3, 2, 1, 0]","[0, 1, 2, 3, 4, 5, 6]"
Pascal,./Projects/HumanEvalX\89\ExecutionsExp7Run4\08-23-2024_08h43m56s\JavaToPascal.pas,JavaToPascal.pas,0,['hi'],lm,pq
C#,./Projects/HumanEvalX\9\ExecutionsExp7Run4\08-23-2024_08h49m39s\C++ToC#.cs,C++ToC#.cs,0,[[]],[],[0]
C,./Projects/HumanEvalX\9\ExecutionsExp7Run4\08-23-2024_08h49m39s\JavascriptToC.c,JavascriptToC.c,0,[[]],[],"(3, 3, 3, 100, 100)"
Haskell,./Projects/HumanEvalX\9\ExecutionsExp7Run4\08-23-2024_08h49m39s\JavaToHaskell.hs,JavaToHaskell.hs,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]","[2, 3, 4]"
C,./Projects/HumanEvalX\9\ExecutionsExp7Run4\08-23-2024_08h49m39s\PythonToC.c,PythonToC.c,3221225477,"[[1, 2, 3, 4]]","[1, 2, 3, 4]",
Haskell,./Projects/HumanEvalX\9\ExecutionsExp7Run4\08-23-2024_08h49m39s\PythonToHaskell.hs,PythonToHaskell.hs,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]","[2, 3, 4]"
Haskell,./Projects/HumanEvalX\91\ExecutionsExp7Run4\08-23-2024_08h55m32s\C++ToHaskell.hs,C++ToHaskell.hs,0,['I feel good today. I will be productive. will kill It'],2,1
Haskell,./Projects/HumanEvalX\91\ExecutionsExp7Run4\08-23-2024_08h55m32s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,['I love It !'],1,2
Haskell,./Projects/HumanEvalX\93\ExecutionsExp7Run4\08-23-2024_09h01m28s\C++ToHaskell.hs,C++ToHaskell.hs,0,['TEST'],tgst,teEEEst
JavaScript,./Projects/HumanEvalX\93\ExecutionsExp7Run4\08-23-2024_09h01m28s\C++ToJavascript.js,C++ToJavascript.js,0,['TEST'],tgst,te2st
Haskell,./Projects/HumanEvalX\93\ExecutionsExp7Run4\08-23-2024_09h01m28s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,['Mudasir'],mWDCSKR,mwdcskr
C#,./Projects/HumanEvalX\93\ExecutionsExp7Run4\08-23-2024_09h01m28s\PythonToC#.cs,PythonToC#.cs,0,['TEST'],tgst,tGst
Pascal,./Projects/HumanEvalX\94\ExecutionsExp7Run4\08-23-2024_09h07m08s\JavaToPascal.pas,JavaToPascal.pas,0,"[[0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3]]",10,0
C,./Projects/HumanEvalX\94\ExecutionsExp7Run4\08-23-2024_09h07m08s\PythonToC.c,PythonToC.c,0,"[[0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3]]",10,0
Pascal,./Projects/HumanEvalX\94\ExecutionsExp7Run4\08-23-2024_09h07m08s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 0, 1, 8, 2, 4597, 2, 1, 3, 40, 1, 2, 1, 2, 4, 2, 5, 1]]",25,10
C,./Projects/HumanEvalX\96\ExecutionsExp7Run4\08-23-2024_09h13m29s\JavascriptToC.c,JavascriptToC.c,0,[5],"[2, 3]",2 3
Pascal,./Projects/HumanEvalX\96\ExecutionsExp7Run4\08-23-2024_09h13m29s\JavaToPascal.pas,JavaToPascal.pas,0,[5],"[2, 3]","(2, 3)"
C#,./Projects/HumanEvalX\96\ExecutionsExp7Run4\08-23-2024_09h13m29s\PythonToC#.cs,PythonToC#.cs,0,[5],"[2, 3]","(2, 3)"
C,./Projects/HumanEvalX\96\ExecutionsExp7Run4\08-23-2024_09h13m29s\PythonToC.c,PythonToC.c,0,[5],"[2, 3]","(2, 3)"
Pascal,./Projects/HumanEvalX\98\ExecutionsExp7Run4\08-23-2024_09h19m17s\C++ToPascal.pas,C++ToPascal.pas,0,['U'],1,0
C#,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\C++ToC#.cs,C++ToC#.cs,0,['14.5'],15,145
Haskell,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\C++ToHaskell.hs,C++ToHaskell.hs,0,['14.5'],15,14
Java,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\C++ToJava.java,C++ToJava.java,0,['-15.5'],-16,-15
JavaScript,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\C++ToJavascript.js,C++ToJavascript.js,0,['-15.5'],-16,-15
Python,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\C++ToPython.py,C++ToPython.py,0,['14.5'],15,14
C#,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\JavascriptToC#.cs,JavascriptToC#.cs,0,['14.5'],15,145
C,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\JavascriptToC.c,JavascriptToC.c,0,['-15.5'],-16,-14
Haskell,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,['-15.5'],-16,-15
Python,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\JavascriptToPython.py,JavascriptToPython.py,0,['-15.5'],-16,-15
C#,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\JavaToC#.cs,JavaToC#.cs,0,['14.5'],15,145
C#,./Projects/HumanEvalX\99\ExecutionsExp7Run4\08-23-2024_09h24m45s\PythonToC#.cs,PythonToC#.cs,0,['14.5'],15,145
