language,File Path,C++ToC.c,returncode,input,Expected,actualy
JavaScript,./Projects/HumanEvalX\3\ExecutionsExp5Run1\08-16-2024_00h24m35s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, -4, 5, 6]]",True,False
JavaScript,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3, -23, 243, -400, 0], 0]",[],"[-400, -23, 0, 1, 2, 3, 243]"
JavaScript,./Projects/HumanEvalX\9\ExecutionsExp5Run1\08-16-2024_01h29m31s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 3, 4]]","[1, 2, 3, 4]",[]
JavaScript,./Projects/HumanEvalX\135\ExecutionsExp5Run1\08-15-2024_23h30m50s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 2, 4, 3, 5]]",3,-1
JavaScript,./Projects/HumanEvalX\57\ExecutionsExp5Run1\08-16-2024_00h49m08s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1, 20, 4, 10]]",False,True
JavaScript,./Projects/HumanEvalX\116\ExecutionsExp5Run1\08-15-2024_23h03m31s\C++ToJavascript.js,C++ToJavascript.js,0,"[[1, 5, 2, 3, 4]]","[1, 2, 4, 3, 5]","[0, 0, 0, 0, 1, 2, 4, 3, 5]"
JavaScript,./Projects/HumanEvalX\4\ExecutionsExp5Run1\08-16-2024_00h33m26s\PythonToJavascript.js,PythonToJavascript.js,0,"[[1.0, 2.0, 3.0]]",1e-06,Input:
JavaScript,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\JavaToJavascript.js,JavaToJavascript.js,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3]",True,
JavaScript,./Projects/HumanEvalX\21\ExecutionsExp5Run1\08-16-2024_00h14m41s\C++ToJavascript.js,C++ToJavascript.js,0,"[[100.0, 49.9]]","[1.0, 0.0]","[0, 1]"
JavaScript,./Projects/HumanEvalX\104\ExecutionsExp5Run1\08-15-2024_22h47m41s\C++ToJavascript.js,C++ToJavascript.js,0,"[[15, 33, 1422, 1]]","[1, 15, 33]",
JavaScript,./Projects/HumanEvalX\62\ExecutionsExp5Run1\08-16-2024_00h55m26s\C++ToJavascript.js,C++ToJavascript.js,0,"[[3, 1, 2, 4, 5]]","[1, 4, 12, 20]","[0, 2, 0, 8, 0, 24, 0, 40]"
JavaScript,./Projects/HumanEvalX\85\ExecutionsExp5Run1\08-16-2024_01h24m01s\C++ToJavascript.js,C++ToJavascript.js,0,"[[4, 88]]",88,0
JavaScript,./Projects/HumanEvalX\121\ExecutionsExp5Run1\08-15-2024_23h11m06s\C++ToJavascript.js,C++ToJavascript.js,0,"[[5, 8, 7, 1]]",12,13
JavaScript,./Projects/HumanEvalX\7\ExecutionsExp5Run1\08-16-2024_01h05m22s\JavaToJavascript.js,JavaToJavascript.js,0,"[[], 'john']",[],
JavaScript,./Projects/HumanEvalX\26\ExecutionsExp5Run1\08-16-2024_00h19m08s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[0]
JavaScript,./Projects/HumanEvalX\68\ExecutionsExp5Run1\08-16-2024_01h02m01s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],"[0, 0]"
JavaScript,./Projects/HumanEvalX\70\ExecutionsExp5Run1\08-16-2024_01h07m03s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[0]
JavaScript,./Projects/HumanEvalX\8\ExecutionsExp5Run1\08-16-2024_01h16m15s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],"[0, 1]","[NaN, NaN]"
JavaScript,./Projects/HumanEvalX\88\ExecutionsExp5Run1\08-16-2024_01h26m31s\C++ToJavascript.js,C++ToJavascript.js,0,[[]],[],[0]
JavaScript,./Projects/HumanEvalX\88\ExecutionsExp5Run1\08-16-2024_01h26m31s\PythonToJavascript.js,PythonToJavascript.js,0,[[]],[],
Pascal,./Projects/HumanEvalX\18\ExecutionsExp5Run1\08-16-2024_00h08m46s\JavaToPascal.pas,JavaToPascal.pas,0,"['', 'x']",0,1
Pascal,./Projects/HumanEvalX\17\ExecutionsExp5Run1\08-16-2024_00h07m05s\PythonToPascal.pas,PythonToPascal.pas,0,[''],[],
Pascal,./Projects/HumanEvalX\48\ExecutionsExp5Run1\08-16-2024_00h42m43s\JavaToPascal.pas,JavaToPascal.pas,0,[''],True,TRUE
Pascal,./Projects/HumanEvalX\48\ExecutionsExp5Run1\08-16-2024_00h42m43s\PythonToPascal.pas,PythonToPascal.pas,0,[''],True,TRUE
Pascal,./Projects/HumanEvalX\6\ExecutionsExp5Run1\08-16-2024_00h53m20s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['(()()) ((())) () ((())()())'],"[2, 3, 1, 3]",2 3 1 3
Pascal,./Projects/HumanEvalX\124\ExecutionsExp5Run1\08-15-2024_23h15m48s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['03-11-2000'],True,TRUE
Pascal,./Projects/HumanEvalX\56\ExecutionsExp5Run1\08-16-2024_00h48m10s\JavaToPascal.pas,JavaToPascal.pas,0,['<>'],True,TRUE
Pascal,./Projects/HumanEvalX\56\ExecutionsExp5Run1\08-16-2024_00h48m10s\PythonToPascal.pas,PythonToPascal.pas,0,['<>'],True,TRUE
Pascal,./Projects/HumanEvalX\153\ExecutionsExp5Run1\08-15-2024_23h55m23s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"['Boku123', ['nani', 'NazeDa', 'YEs.WeCaNe', '32145tggg']]",Boku123.YEs.WeCaNe,Watashi.eIGHt8OKe
Pascal,./Projects/HumanEvalX\82\ExecutionsExp5Run1\08-16-2024_01h21m17s\JavaToPascal.pas,JavaToPascal.pas,0,['Hello'],True,TRUE
Pascal,./Projects/HumanEvalX\82\ExecutionsExp5Run1\08-16-2024_01h21m17s\PythonToPascal.pas,PythonToPascal.pas,0,['Hello'],True,TRUE
Pascal,./Projects/HumanEvalX\86\ExecutionsExp5Run1\08-16-2024_01h25m19s\C++ToPascal.pas,C++ToPascal.pas,0,['Hi'],Hi,hi
Pascal,./Projects/HumanEvalX\98\ExecutionsExp5Run1\08-16-2024_01h36m42s\C++ToPascal.pas,C++ToPascal.pas,0,['U'],1,0
Pascal,./Projects/HumanEvalX\132\ExecutionsExp5Run1\08-15-2024_23h25m52s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['[[]]'],True,TRUE
Pascal,./Projects/HumanEvalX\132\ExecutionsExp5Run1\08-15-2024_23h25m52s\PythonToPascal.pas,PythonToPascal.pas,0,['[[]]'],True,TRUE
Pascal,./Projects/HumanEvalX\80\ExecutionsExp5Run1\08-16-2024_01h17m47s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['a'],False,FALSE
Pascal,./Projects/HumanEvalX\80\ExecutionsExp5Run1\08-16-2024_01h17m47s\JavaToPascal.pas,JavaToPascal.pas,0,['a'],False,FALSE
Pascal,./Projects/HumanEvalX\80\ExecutionsExp5Run1\08-16-2024_01h17m47s\PythonToPascal.pas,PythonToPascal.pas,0,['a'],False,FALSE
Pascal,./Projects/HumanEvalX\134\ExecutionsExp5Run1\08-15-2024_23h29m14s\JavaToPascal.pas,JavaToPascal.pas,0,['apple'],False,FALSE
Pascal,./Projects/HumanEvalX\134\ExecutionsExp5Run1\08-15-2024_23h29m14s\PythonToPascal.pas,PythonToPascal.pas,0,['apple'],False,FALSE
Pascal,./Projects/HumanEvalX\54\ExecutionsExp5Run1\08-16-2024_00h46m08s\PythonToPascal.pas,PythonToPascal.pas,0,"['eabcdzzzz', 'dddzzzzzzzddeddabc']",True,TRUE
Pascal,./Projects/HumanEvalX\19\ExecutionsExp5Run1\08-16-2024_00h09m56s\PythonToPascal.pas,PythonToPascal.pas,0,['three five nine'],three five nine,five nine three
Pascal,./Projects/HumanEvalX\23\ExecutionsExp5Run1\08-16-2024_00h16m24s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,['x'],1,0
Pascal,./Projects/HumanEvalX\76\ExecutionsExp5Run1\08-16-2024_01h14m19s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[1, 4]",True,TRUE
Pascal,./Projects/HumanEvalX\102\ExecutionsExp5Run1\08-15-2024_22h46m42s\JavaToPascal.pas,JavaToPascal.pas,0,"[12, 15]",14,0
Pascal,./Projects/HumanEvalX\25\ExecutionsExp5Run1\08-16-2024_00h17m59s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[2],[2],2
Pascal,./Projects/HumanEvalX\41\ExecutionsExp5Run1\08-16-2024_00h36m04s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[2],4,
Pascal,./Projects/HumanEvalX\157\ExecutionsExp5Run1\08-15-2024_23h59m07s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[3, 4, 5]",True,TRUE
Pascal,./Projects/HumanEvalX\157\ExecutionsExp5Run1\08-15-2024_23h59m07s\PythonToPascal.pas,PythonToPascal.pas,0,"[3, 4, 5]",True,TRUE
Pascal,./Projects/HumanEvalX\13\ExecutionsExp5Run1\08-15-2024_23h22m00s\JavaToPascal.pas,JavaToPascal.pas,0,"[3, 7]",1,0
Pascal,./Projects/HumanEvalX\13\ExecutionsExp5Run1\08-15-2024_23h22m00s\PythonToPascal.pas,PythonToPascal.pas,0,"[3, 7]",1,0
Pascal,./Projects/HumanEvalX\79\ExecutionsExp5Run1\08-16-2024_01h15m17s\JavaToPascal.pas,JavaToPascal.pas,0,[32],db100000db,db32db
Pascal,./Projects/HumanEvalX\138\ExecutionsExp5Run1\08-15-2024_23h32m25s\PythonToPascal.pas,PythonToPascal.pas,0,[4],False,FALSE
Pascal,./Projects/HumanEvalX\75\ExecutionsExp5Run1\08-16-2024_01h13m04s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[5],False,FALSE
Pascal,./Projects/HumanEvalX\75\ExecutionsExp5Run1\08-16-2024_01h13m04s\PythonToPascal.pas,PythonToPascal.pas,0,[5],False,FALSE
Pascal,./Projects/HumanEvalX\96\ExecutionsExp5Run1\08-16-2024_01h35m24s\JavaToPascal.pas,JavaToPascal.pas,0,[5],"[2, 3]","(2, 3)"
Pascal,./Projects/HumanEvalX\31\ExecutionsExp5Run1\08-16-2024_00h27m29s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[6],False,FALSE
Pascal,./Projects/HumanEvalX\31\ExecutionsExp5Run1\08-16-2024_00h27m29s\PythonToPascal.pas,PythonToPascal.pas,0,[6],False,FALSE
Pascal,./Projects/HumanEvalX\150\ExecutionsExp5Run1\08-15-2024_23h52m27s\JavaToPascal.pas,JavaToPascal.pas,0,"[7, 34, 12]",34,0
Pascal,./Projects/HumanEvalX\139\ExecutionsExp5Run1\08-15-2024_23h33m13s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[7],125411328000,857276416
Pascal,./Projects/HumanEvalX\119\ExecutionsExp5Run1\08-15-2024_23h07m13s\C++ToPascal.pas,C++ToPascal.pas,0,"[['()(', ')']]",Yes,No
Pascal,./Projects/HumanEvalX\113\ExecutionsExp5Run1\08-15-2024_23h01m14s\C++ToPascal.pas,C++ToPascal.pas,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],[the number of odd elements 4n the str4ng 4 of the 4nput.]
Pascal,./Projects/HumanEvalX\149\ExecutionsExp5Run1\08-15-2024_23h48m57s\C++ToPascal.pas,C++ToPascal.pas,0,"[['aa', 'a', 'aaa']]",['aa'],[aa]
Pascal,./Projects/HumanEvalX\158\ExecutionsExp5Run1\08-16-2024_00h00m13s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[['name', 'enam', 'game']]",enam,string
Pascal,./Projects/HumanEvalX\158\ExecutionsExp5Run1\08-16-2024_00h00m13s\PythonToPascal.pas,PythonToPascal.pas,0,"[['name', 'of', 'string']]",string,game
Pascal,./Projects/HumanEvalX\28\ExecutionsExp5Run1\08-16-2024_00h21m48s\PythonToPascal.pas,PythonToPascal.pas,0,"[['x', 'y', 'z']]",xyz,
Pascal,./Projects/HumanEvalX\29\ExecutionsExp5Run1\08-16-2024_00h23m01s\C++ToPascal.pas,C++ToPascal.pas,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx,xxxAAA,xxx]"
Pascal,./Projects/HumanEvalX\7\ExecutionsExp5Run1\08-16-2024_01h05m22s\C++ToPascal.pas,C++ToPascal.pas,0,"[['xxx', 'asd', 'xxy', 'john doe', 'xxxAAA', 'xxx'], 'xxx']","['xxx', 'xxxAAA', 'xxx']","[xxx,xxxAAA,xxx]"
Pascal,./Projects/HumanEvalX\127\ExecutionsExp5Run1\08-15-2024_23h19m57s\C++ToPascal.pas,C++ToPascal.pas,0,"[[-3, -1], [-5, 5]]",YES,NO
Pascal,./Projects/HumanEvalX\94\ExecutionsExp5Run1\08-16-2024_01h33m47s\C++ToPascal.pas,C++ToPascal.pas,0,"[[0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3]]",10,7
Pascal,./Projects/HumanEvalX\94\ExecutionsExp5Run1\08-16-2024_01h33m47s\PythonToPascal.pas,PythonToPascal.pas,0,"[[0, 3, 2, 1, 3, 5, 7, 4, 5, 5, 5, 2, 181, 32, 4, 32, 3, 2, 32, 324, 4, 3]]",10,7
Pascal,./Projects/HumanEvalX\122\ExecutionsExp5Run1\08-15-2024_23h12m34s\JavaToPascal.pas,JavaToPascal.pas,0,"[[1, -2, -3, 41, 57, 76, 87, 88, 99], 3]",-4,0
Pascal,./Projects/HumanEvalX\145\ExecutionsExp5Run1\08-15-2024_23h42m40s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 11, -1, -11, -12]]","[-1, -11, 1, -12, 11]",[]
Pascal,./Projects/HumanEvalX\110\ExecutionsExp5Run1\08-15-2024_22h59m12s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 2, 3, 4], [1, 2, 3, 4]]",YES,"YES
NO
YES
YES
NO
NO
YES"
Pascal,./Projects/HumanEvalX\57\ExecutionsExp5Run1\08-16-2024_00h49m08s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 20, 4, 10]]",False,True
Pascal,./Projects/HumanEvalX\40\ExecutionsExp5Run1\08-16-2024_00h34m42s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 3, 5, 0]]",False,FALSE
Pascal,./Projects/HumanEvalX\40\ExecutionsExp5Run1\08-16-2024_00h34m42s\PythonToPascal.pas,PythonToPascal.pas,0,"[[1, 3, 5, 0]]",False,FALSE
Pascal,./Projects/HumanEvalX\43\ExecutionsExp5Run1\08-16-2024_00h38m11s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[1, 3, 5, 0]]",False,"EConvertError: ""[1, 3, 5, 0]"" is an invalid integer"
Pascal,./Projects/HumanEvalX\105\ExecutionsExp5Run1\08-15-2024_22h49m47s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[2, 1, 1, 4, 5, 8, 2, 3]]","['Eight', 'Five', 'Four', 'Three', 'Two', 'Two', 'One', 'One']","Eight, Five, Four, Three, Two, Two, One, One"
Pascal,./Projects/HumanEvalX\121\ExecutionsExp5Run1\08-15-2024_23h11m06s\C++ToPascal.pas,C++ToPascal.pas,0,"[[3, 3, 3, 3, 3]]",9,6
Pascal,./Projects/HumanEvalX\35\ExecutionsExp5Run1\08-16-2024_00h29m49s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,"[[5, 3, -5, 2, -3, 3, 9, 0, 124, 1, -10]]",124,3
Pascal,./Projects/HumanEvalX\126\ExecutionsExp5Run1\08-15-2024_23h18m03s\JavascriptToPascal.pas,JavascriptToPascal.pas,0,[[]],True,False
Python,./Projects/HumanEvalX\99\ExecutionsExp5Run1\08-16-2024_01h37m31s\JavascriptToPython.py,JavascriptToPython.py,0,['-15.5'],-16,-15
Python,./Projects/HumanEvalX\99\ExecutionsExp5Run1\08-16-2024_01h37m31s\C++ToPython.py,C++ToPython.py,0,['14.5'],15,14
Python,./Projects/HumanEvalX\153\ExecutionsExp5Run1\08-15-2024_23h55m23s\C++ToPython.py,C++ToPython.py,0,"['Watashi', ['tEN', 'niNE', 'eIGHt8OKe']]",Watashi.eIGHt8OKe,"Watashi.eIGHt8OKe
Boku123.YEs.WeCaNe
__YESIMHERE.NuLl__
K.TAR
__HAHA.123
YameRore.okIWILL123
finNNalLLly.WoW
_.Bb
Sp.671235"
Python,./Projects/HumanEvalX\118\ExecutionsExp5Run1\08-15-2024_23h05m41s\JavascriptToPython.py,JavascriptToPython.py,0,['yogurt'],u,
Python,./Projects/HumanEvalX\15\ExecutionsExp5Run1\08-15-2024_23h51m34s\JavascriptToPython.py,JavascriptToPython.py,0,[0],0,
Python,./Projects/HumanEvalX\39\ExecutionsExp5Run1\08-16-2024_00h32m00s\C++ToPython.py,C++ToPython.py,0,[1],2,3
Python,./Projects/HumanEvalX\113\ExecutionsExp5Run1\08-15-2024_23h01m14s\C++ToPython.py,C++ToPython.py,0,[['1234567']],['the number of odd elements 4n the str4ng 4 of the 4nput.'],"['the number of odd elements 1n the str1ng 1 of the 1nput.', 'the number of odd elements 0n the str0ng 0 of the 0nput.', 'the number of odd elements 1n the str1ng 1 of the 1nput.', 'the number of odd elements 0n the str0ng 0 of the 0nput.', 'the number of odd elements 1n the str1ng 1 of the 1nput.', 'the number of odd elements 0n the str0ng 0 of the 0nput.', 'the number of odd elements 1n the str1ng 1 of the 1nput.']"
Python,./Projects/HumanEvalX\149\ExecutionsExp5Run1\08-15-2024_23h48m57s\C++ToPython.py,C++ToPython.py,0,"[['aa', 'a', 'aaa']]",['aa'],
Python,./Projects/HumanEvalX\158\ExecutionsExp5Run1\08-16-2024_00h00m13s\C++ToPython.py,C++ToPython.py,0,"[['name', 'of', 'string']]",string,
Python,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\JavascriptToPython.py,JavascriptToPython.py,0,"[[-3, -4, 5], 3]","[-4, -3, 5]","[-3, 5]"
Python,./Projects/HumanEvalX\120\ExecutionsExp5Run1\08-15-2024_23h09m16s\C++ToPython.py,C++ToPython.py,0,"[[1, 2, 3, -23, 243, -400, 0], 0]",[],"[-400, -23, 0, 1, 2, 3, 243]"
Python,./Projects/HumanEvalX\42\ExecutionsExp5Run1\08-16-2024_00h36m48s\C++ToPython.py,C++ToPython.py,0,"[[3, 2, 1]]","[4, 3, 2]",[]
Python,./Projects/HumanEvalX\121\ExecutionsExp5Run1\08-15-2024_23h11m06s\C++ToPython.py,C++ToPython.py,0,"[[3, 3, 3, 3, 3]]",9,6
C#,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\C++ToC#.cs,C++ToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05]",False,True
C#,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\JavascriptToC#.cs,JavascriptToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05]",False,True
Haskell,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\JavascriptToHaskell.hs,JavascriptToHaskell.hs,0,"[[1.0, 2.0, 3.0, 4.0, 5.0, 2.0], 0.1]",True,False
C#,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\JavaToC#.cs,JavaToC#.cs,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.05]",False,True
C,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\JavaToC.c,JavaToC.c,3221225477,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3]",True,
JavaScript,./Projects/HumanEvalX\0\ExecutionsExp5Run1\08-15-2024_22h36m58s\JavaToJavascript.js,JavaToJavascript.js,0,"[[1.0, 2.0, 3.9, 4.0, 5.0, 2.2], 0.3]",True,
